sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
1138,Nyeri,Central,1915.6,1309.1,19.4,11.6,4.59,73.7,2.289,3.801,8.0,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
1139,Bungoma,Western,1472.1,1353.8,23.8,13.7,5.62,75.9,1.725,2.568,4.3,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1140,Kwale,Coast,157.3,960.1,30.9,24.3,7.0,81.2,0.325,1.154,7.0,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1141,Murang'a,Central,1973.2,1609.0,23.6,15.8,5.26,67.8,2.041,1.865,16.6,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1142,Machakos,Eastern,1774.6,942.9,26.2,19.7,6.1,57.1,0.434,1.394,12.0,Moderately drained,Chromic Luvisols,Maize/Beans,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1143,Kiambu,Central,2118.4,1230.6,24.7,14.5,6.09,62.2,1.381,2.394,11.7,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1144,Kiambu,Central,2032.7,1482.2,25.7,13.2,5.15,71.4,1.515,1.563,7.3,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1145,Kisumu,Nyanza,1275.6,1263.2,26.3,20.7,7.02,61.3,0.775,1.172,6.4,Poorly drained,Eutric Vertisols,Maize/Rice,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1146,Kirinyaga,Central,1513.0,1324.8,21.2,12.1,4.88,67.0,2.026,2.286,15.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1147,Nyeri,Central,2301.6,1462.1,19.3,13.9,5.34,77.3,2.595,2.548,10.9,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
1148,Murang'a,Central,1774.8,1376.3,23.2,13.5,5.33,73.5,1.844,2.702,4.6,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1149,Narok,Rift Valley,2584.7,778.5,22.0,13.5,6.11,54.3,0.854,1.316,7.6,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1150,Kakamega,Western,1690.7,1713.4,28.3,15.1,5.9,74.1,1.793,2.311,2.8,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1151,Migori,Nyanza,1668.4,1207.1,27.2,17.5,6.01,66.1,1.088,1.877,2.4,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1152,Migori,Nyanza,1485.3,1056.9,28.2,18.5,6.19,69.6,1.17,2.188,2.9,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1153,Kirinyaga,Central,1800.3,1500.8,24.0,13.6,4.85,66.7,1.836,2.819,6.2,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1154,Kajiado,Rift Valley,1994.4,494.1,27.5,18.7,6.67,52.6,0.354,0.834,11.3,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1155,Murang'a,Central,1899.0,1360.5,24.9,14.2,5.71,67.9,1.63,3.284,15.8,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1156,Uasin Gishu,Rift Valley,2438.5,1178.8,22.4,9.3,6.67,58.3,1.063,2.015,2.0,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1157,Kericho,Rift Valley,2054.0,1606.7,26.1,15.2,4.68,73.8,1.983,3.108,7.2,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable
1158,Nandi,Rift Valley,1649.8,1602.4,22.4,15.0,5.37,70.4,2.206,3.85,5.2,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1159,West Pokot,Rift Valley,2119.5,1206.0,22.3,14.6,7.37,58.6,1.277,1.343,8.6,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1160,Nyandarua,Central,2862.7,1038.9,15.2,7.6,5.89,73.2,1.133,1.721,14.0,Well drained,Humic Andosols,Wheat/Pyrethrum,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1161,Mombasa,Coast,82.8,886.2,35.2,25.3,8.3,77.3,0.571,1.419,4.5,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1162,Baringo,Rift Valley,1342.0,481.3,27.6,14.8,6.66,61.0,0.862,0.818,2.9,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1163,Siaya,Nyanza,1322.0,1130.4,30.6,18.8,6.97,62.5,0.8,1.035,1.1,Poorly drained,Eutric Vertisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1164,Bomet,Rift Valley,1798.8,1665.8,24.4,13.1,5.33,70.7,2.214,2.674,9.0,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1165,Turkana,Rift Valley,376.8,251.9,41.3,26.3,7.9,28.0,0.203,0.199,6.9,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1166,Elgeyo Marakwet,Rift Valley,1613.6,1345.7,24.2,12.7,5.29,67.1,1.495,1.734,28.9,Well drained,Eutric Vertisols,Maize/Wheat,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1167,Kisumu,Nyanza,1353.3,928.5,31.9,16.2,6.68,67.9,0.821,0.866,5.4,Poorly drained,Eutric Vertisols,Maize/Rice,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1168,Kiambu,Central,2142.8,1005.2,24.3,12.9,4.95,62.4,1.14,2.627,6.4,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1169,Uasin Gishu,Rift Valley,2371.2,1051.4,23.8,11.0,7.03,62.9,1.223,2.019,3.9,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1170,Vihiga,Western,1665.0,1382.7,24.1,14.8,5.49,75.6,1.694,1.792,12.3,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1171,Kwale,Coast,74.1,841.1,32.8,21.2,6.46,70.4,0.875,1.611,2.8,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1172,Uasin Gishu,Rift Valley,2044.7,1117.3,19.7,8.1,6.78,65.5,1.207,2.164,5.7,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1173,Uasin Gishu,Rift Valley,1902.6,1140.5,19.4,8.8,6.65,65.1,1.328,1.602,4.1,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1174,Tharaka Nithi,Eastern,1486.6,1057.1,28.2,16.5,5.62,66.8,0.975,1.167,23.0,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1175,Kisumu,Nyanza,1342.7,1089.0,31.1,16.8,5.7,68.7,0.994,0.995,3.7,Poorly drained,Eutric Vertisols,Maize/Rice,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1176,Laikipia,Central,2322.8,722.3,25.7,11.9,7.59,57.4,0.647,1.166,5.9,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1177,Uasin Gishu,Rift Valley,1861.9,1038.1,23.6,11.1,6.27,60.0,1.49,2.267,3.0,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1178,Taita Taveta,Coast,800.8,974.5,32.8,18.2,6.57,61.2,0.761,1.318,16.3,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
1179,Nyamira,Nyanza,1834.8,1319.1,26.0,15.4,4.88,72.3,1.332,2.589,12.0,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1180,West Pokot,Rift Valley,1355.5,982.3,27.1,14.3,5.66,50.4,0.672,1.293,28.3,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1181,Nyamira,Nyanza,1864.7,1384.0,26.2,15.0,4.77,71.9,1.426,2.026,17.8,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1182,Isiolo,Eastern,1063.7,402.2,36.7,23.0,8.14,38.1,0.317,0.22,8.3,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1183,Kisii,Nyanza,1698.0,1893.8,25.4,16.7,5.12,70.5,1.284,2.212,8.3,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1184,Garissa,North Eastern,380.0,203.3,39.9,23.3,8.36,42.0,0.332,0.114,1.8,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1185,Nyamira,Nyanza,1712.7,1710.7,22.4,13.3,5.0,74.4,1.485,1.808,12.8,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1186,Bungoma,Western,1860.1,1384.2,24.1,15.3,6.45,68.0,1.19,2.52,3.7,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1187,Homa Bay,Nyanza,1439.2,1219.2,29.3,20.2,6.33,72.2,0.816,1.727,7.3,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1188,Trans Nzoia,Rift Valley,1976.4,1195.7,21.6,8.9,5.59,67.3,1.435,2.285,2.6,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1189,Nandi,Rift Valley,1614.4,1380.8,24.1,13.3,4.6,77.8,1.953,3.049,8.3,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
1190,Taita Taveta,Coast,1172.8,710.8,24.0,19.4,6.92,66.4,1.083,0.7,24.0,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1191,Nyamira,Nyanza,1568.2,1738.6,22.3,14.2,5.3,72.9,1.268,2.961,11.7,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1192,Bungoma,Western,1633.2,1496.4,26.2,13.9,6.27,71.1,1.555,1.321,5.7,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1193,Kajiado,Rift Valley,1256.0,318.4,32.2,16.0,8.27,40.0,0.395,0.601,1.3,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Not Suitable
1194,Machakos,Eastern,1972.9,775.7,30.8,18.8,6.82,49.6,0.644,1.326,6.9,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1195,Lamu,Coast,84.3,939.3,30.2,28.0,8.5,85.8,0.46,0.899,0.3,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
1196,Murang'a,Central,1951.4,1277.8,26.0,14.8,5.63,73.0,1.976,2.915,6.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1197,Kirinyaga,Central,2174.2,1369.7,21.9,14.2,4.92,68.3,1.433,2.02,7.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
1198,Nakuru,Rift Valley,2303.1,735.2,23.3,13.7,7.5,53.7,1.37,1.868,5.5,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1199,Machakos,Eastern,1140.6,757.3,25.7,19.3,6.33,54.1,0.763,1.192,9.5,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1200,Kirinyaga,Central,2191.6,1635.6,22.2,11.8,5.06,73.2,1.693,2.621,14.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1201,Nakuru,Rift Valley,2093.4,1112.3,27.1,10.0,6.6,58.7,0.784,1.039,2.5,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1202,Kisumu,Nyanza,1256.2,1241.2,29.1,19.9,6.54,69.1,0.847,1.274,3.9,Poorly drained,Eutric Vertisols,Maize/Rice,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1203,Lamu,Coast,24.9,713.5,35.1,24.6,7.51,74.7,0.51,0.391,1.4,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1204,Uasin Gishu,Rift Valley,2376.1,954.5,22.1,10.0,6.57,59.3,0.812,2.382,2.9,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
1205,Embu,Eastern,1406.5,1294.2,21.7,16.6,6.01,70.5,1.085,2.486,15.3,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1206,Mombasa,Coast,82.7,946.8,30.6,23.3,7.56,76.7,0.52,0.591,3.6,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1207,Vihiga,Western,1899.3,1460.4,27.0,14.5,5.73,75.5,1.821,2.697,5.1,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1208,West Pokot,Rift Valley,1679.8,1104.7,29.4,14.6,6.58,51.0,0.644,1.025,5.8,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
1209,Nandi,Rift Valley,1511.8,1431.6,25.3,11.7,5.12,72.4,1.599,2.486,11.7,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1210,Laikipia,Central,2113.2,827.7,27.7,12.6,8.16,60.4,0.472,1.079,3.0,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable
1211,Kirinyaga,Central,1424.4,1234.7,21.6,13.0,5.2,75.0,1.71,2.652,4.6,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1212,Kisii,Nyanza,1498.1,1401.7,27.2,15.3,5.68,76.0,1.829,2.23,16.2,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1213,Wajir,North Eastern,206.5,204.7,38.2,22.6,7.75,33.7,0.234,0.335,1.6,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1214,Garissa,North Eastern,213.4,264.7,33.0,24.9,8.18,31.5,0.263,0.313,0.2,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1215,Kitui,Eastern,645.9,530.1,30.8,20.1,8.46,46.9,0.595,0.733,4.0,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1216,Nakuru,Rift Valley,2344.7,828.0,21.5,13.0,7.77,55.9,0.663,1.228,11.7,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
1217,Murang'a,Central,1973.9,1557.5,24.1,14.2,5.09,73.5,1.861,2.115,6.4,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1218,Nyeri,Central,2215.0,1578.4,20.3,14.0,4.92,72.5,1.764,3.79,15.4,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
1219,Tana River,Coast,136.7,585.4,30.2,26.4,8.06,71.3,0.582,0.755,4.5,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1220,Kericho,Rift Valley,1894.1,1856.3,22.8,13.7,5.2,75.9,2.761,4.311,4.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1221,Taita Taveta,Coast,1292.9,606.0,23.7,21.5,6.71,65.2,0.821,1.882,17.0,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1222,Kakamega,Western,1702.7,1745.7,25.5,17.5,5.84,81.7,1.467,2.177,9.9,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1223,Kirinyaga,Central,2199.1,1275.5,24.9,14.2,5.44,76.0,1.441,1.869,8.9,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
1224,Kiambu,Central,1886.8,1299.2,23.0,15.1,5.3,68.0,1.227,1.674,10.6,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1225,Bomet,Rift Valley,1865.7,1297.1,23.9,13.2,5.17,72.3,1.548,2.21,9.0,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1226,Kirinyaga,Central,1568.6,1211.9,23.3,12.1,4.73,66.8,1.347,3.454,13.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1227,Embu,Eastern,1551.7,1327.0,22.7,13.6,5.09,65.6,1.773,2.723,8.7,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1228,Baringo,Rift Valley,930.4,801.4,28.5,16.2,8.42,66.0,0.497,0.98,9.6,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Highly Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1229,Mandera,North Eastern,517.5,200.2,39.0,30.0,8.36,36.2,0.173,0.218,2.1,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
1230,Uasin Gishu,Rift Valley,2312.3,983.3,20.0,11.2,5.65,62.3,1.174,2.495,4.3,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
1231,Samburu,Rift Valley,1402.3,466.0,30.6,23.0,8.02,40.2,0.599,0.496,5.2,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
1232,Kisii,Nyanza,1535.3,1562.0,28.0,14.2,5.58,73.9,1.225,1.518,13.2,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
1233,Nandi,Rift Valley,1588.2,1909.6,23.8,12.0,4.93,79.8,1.993,2.658,10.6,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
1234,Kericho,Rift Valley,2109.0,1922.6,21.2,13.6,4.83,74.2,1.92,3.175,11.4,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
